ID,Name,Nationality,Club,Position,Age,Overall,Predicted_Overall,Residual
212319,Park Hee Seong,Korea Republic,FC Seoul,ST,28,63,62.86000061035156,0.14
242527,S. Ambrosius,Germany,Hamburger SV,CB,19,63,63.040000915527344,-0.04
207968,B. Gaul,United States,FSV Zwickau,CDM,28,63,62.86000061035156,0.14
226656,E. Gertmonas,Lithuania,Stade Rennais FC,GK,22,63,63.119998931884766,-0.12
233056,D. Cleary,Republic of Ireland,Dundalk,LCB,22,63,63.220001220703125,-0.22
239200,T. Halilović,Croatia,Wisła Kraków,CM,23,63,63.060001373291016,-0.06
244832,S. Ferreira,Paraguay,Monarcas Morelia,LS,20,63,62.7599983215332,0.24
182112,V. Lia,Australia,Adelaide United,CDM,33,63,63.060001373291016,-0.06
183648,C. Kröpfl,Austria,TSV Hartberg,LM,28,63,62.959999084472656,0.04
212065,Jeong Dong Ho,Korea Republic,Ulsan Hyundai FC,RB,28,63,62.95000076293945,0.05
244833,C. Zamudio,Mexico,Monarcas Morelia,ST,20,63,62.880001068115234,0.12
221538,W. Nightingale,England,AFC Wimbledon,RCB,22,63,63.119998931884766,-0.12
189282,A. Leitch-Smith,England,Morecambe,CAM,28,63,62.81999969482422,0.18
222051,Kim Dae Jung,Korea Republic,Incheon United FC,CB,25,63,62.880001068115234,0.12
230499,Maicon Sampinho,Brazil,Chapecoense,ST,26,63,63.060001373291016,-0.06
238947,J. Gerlach,Germany,FC Carl Zeiss Jena,CB,28,63,63.189998626708984,-0.19
50531,O. Storflor,Norway,Ranheim Fotball,RW,38,63,62.970001220703125,0.03
207460,M. Ovenstad,Norway,Strømsgodset IF,CM,24,63,62.88999938964844,0.11
214372,W. Díaz,Colombia,Jaguares de Córdoba,LCB,40,63,63.029998779296875,-0.03
220517,F. Di Mariano,Italy,Venezia FC,LW,22,63,63.0099983215332,-0.01
229477,M. Bähre,Germany,Barnsley,CAM,22,63,63.06999969482422,-0.07
239461,J. Castillo,Mexico,U.N.A.M.,GK,23,63,62.93000030517578,0.07
188261,T. Salamon,Austria,FK Austria Wien,LB,29,63,62.880001068115234,0.12
202854,B. Sylvestre,United States,LA Galaxy,GK,25,63,62.97999954223633,0.02
209766,M. Born,Germany,SV Meppen,ST,24,63,62.93000030517578,0.07
234087,C. Styles,England,Bury,CM,18,63,63.08000183105469,-0.08
242535,S. Jovanović,Serbia,Wolfsberger AC,LM,24,63,63.09000015258789,-0.09
228456,Juan Pérez,Spain,CA Osasuna,GK,21,63,62.869998931884766,0.13
234856,H. Mendes,France,FC Lorient,RB,20,63,62.84000015258789,0.16
239208,D. Newton,England,Stevenage,LS,27,63,62.88999938964844,0.11
244072,M. Fejzullahu,Albania,Eintracht Braunschweig,CAM,24,63,62.959999084472656,0.04
191848,W. Abdullah,Saudi Arabia,Al Nassr,GK,32,63,63.02000045776367,-0.02
205161,H. Bunn,England,Southend United,LM,25,63,62.95000076293945,0.05
215657,M. Lauritsen,Denmark,Vejle Boldklub,LCB,25,63,62.77000045776367,0.23
217193,J. Corrales,Cuba,Chicago Fire,LB,27,63,63.2599983215332,-0.26
210026,C. Calvo,Mexico,Deportivo Toluca,CB,25,63,62.880001068115234,0.12
224874,A. Pellegrino,Norway,Strømsgodset IF,ST,28,63,62.959999084472656,0.04
164458,S. Aborah,Belgium,Waterford FC,RCM,31,63,62.83000183105469,0.17
165738,J. Kennedy,England,Carlisle United,CM,31,63,63.09000015258789,-0.09
235626,M. Ambrose,United States,Atlanta United,LB,24,63,62.939998626708984,0.06
245098,L. Osaki,Japan,Vissel Kobe,LCB,26,63,62.54999923706055,0.45
215403,J. Yorwerth,Wales,Peterborough United,CB,23,63,63.29999923706055,-0.3
220779,M. Ridenton,New Zealand,Newcastle Jets,RDM,22,63,63.13999938964844,-0.14
223595,J. Strauß,Germany,FC Erzgebirge Aue,RWB,22,63,62.13999938964844,0.86
239211,B. Moussiti-Oko,Congo,Le Havre AC,ST,23,63,63.130001068115234,-0.13
196972,L. Sætra,Norway,Strømsgodset IF,LCB,26,63,63.0099983215332,-0.01
238956,D. Bock,Germany,FC Carl Zeiss Jena,RM,23,63,62.9900016784668,0.01
239724,S. Puttkammer,Germany,SV Meppen,CDM,29,63,63.06999969482422,-0.07
244588,B. Baiye,Belgium,Club Brugge KV,CDM,17,63,62.959999084472656,0.04
197998,A. Andersson,Sweden,Östersunds FK,GK,27,63,63.70000076293945,-0.7
229998,D. Schad,Germany,1. FC Kaiserslautern,RB,21,63,62.81999969482422,0.18
238446,Tachi,Spain,Atlético Madrid,CB,20,63,63.349998474121094,-0.35
238958,R. Harper,England,West Bromwich Albion,CM,18,63,63.08000183105469,-0.08
242542,A. Herrera,United States,Real Salt Lake,LB,21,63,63.119998931884766,-0.12
199535,M. Novak,Austria,Wolfsberger AC,RB,27,63,63.31999969482422,-0.32
221807,P. Grazziani,Colombia,Alianza Petrolera,GK,23,63,62.970001220703125,0.03
237679,R. Kolo-Muani,DR Congo,FC Nantes,ST,19,63,62.90999984741211,0.09
244591,J. Bogle,England,Derby County,RB,17,63,62.91999816894531,0.08
189295,J. Sudić,Sweden,Trelleborgs FF,CB,27,63,63.33000183105469,-0.33
215408,A. Chapman,England,Peterborough United,GK,28,63,62.08000183105469,0.92
228464,Kim Jin Hyuk,Korea Republic,Daegu FC,RCB,25,63,63.279998779296875,-0.28
245616,Pelayo Morilla,Spain,Real Sporting de Gijón,RM,16,63,62.86000061035156,0.14
237169,C. Bramall,England,Arsenal,LB,22,63,62.63999938964844,0.36
231538,B. Blasi,Argentina,Unión de Santa Fe,RB,22,63,62.93000030517578,0.07
235378,F. Eguelfi,Italy,Hellas Verona,LM,23,63,63.7599983215332,-0.76
242546,L. Lencinas,Argentina,Godoy Cruz,LW,23,63,63.060001373291016,-0.06
204915,K. Guthrie,England,Stevenage,ST,25,63,62.689998626708984,0.31
225395,Ezkieta,Spain,FC Barcelona,GK,21,63,63.02000045776367,-0.02
242547,J. Scherzer,Austria,FC Admira Wacker Mödling,LB,22,63,62.66999816894531,0.33
243315,Dani Gómez,Spain,Real Madrid,ST,19,63,63.040000915527344,-0.04
244083,J. Hofmann,Germany,VfL Sportfreunde Lotte,CAM,21,63,63.400001525878906,-0.4
182387,Zhang Xiaofei,China PR,Changchun Yatai FC,LB,35,63,62.970001220703125,0.03
191859,Wang Lin,China PR,Shanghai Greenland Shenhua FC,RB,30,63,63.0,0.0
221556,O. Mfulu,DR Congo,Red Star FC,CDM,24,63,62.86000061035156,0.14
243316,Fornos,Spain,Deportivo de La Coruña,CB,21,63,62.75,0.25
186228,Wang Song,China PR,Jiangsu Suning FC,RM,34,63,62.880001068115234,0.12
213621,C. Melivilú,Chile,San Luis de Quillota,ST,24,63,62.849998474121094,0.15
210806,W. Suwayyid,Saudi Arabia,Al Faisaly,LB,30,63,63.0099983215332,-0.01
152950,G. Wojtkowiak,Poland,Lechia Gdańsk,RB,34,63,63.09000015258789,-0.09
227958,I. Louati,Tunisia,Vejle Boldklub,LS,24,63,63.08000183105469,-0.08
233078,P. Sabbag,Colombia,CD Tondela,ST,21,63,63.90999984741211,-0.91
194678,A. Eastham,England,Fleetwood Town,LCB,27,63,63.400001525878906,-0.4
198519,C. Aasbak,Norway,Kristiansund BK,LB,24,63,62.75,0.25
202103,Li Jianbin,China PR,Shanghai Greenland Shenhua FC,CB,29,63,63.29999923706055,-0.3
229751,E. Ozuna,Argentina,Club Atlético Aldosivi,LM,22,63,63.13999938964844,-0.14
237943,D. Scarr,England,Birmingham City,CB,23,63,62.91999816894531,0.08
242551,I. Smith,Costa Rica,IFK Norrköping,RM,20,63,63.11000061035156,-0.11
200312,T. Barnett,England,Cheltenham Town,RS,32,63,62.79999923706055,0.2
245368,G. Yalçin,Turkey,Beşiktaş JK,ST,19,63,62.65999984741211,0.34
186488,Li Shuai,China PR,Shanghai Greenland Shenhua FC,GK,35,63,63.0099983215332,-0.01
211833,T. Lindenhahn,Germany,Hallescher FC,RCB,27,63,62.599998474121094,0.4
227705,A. Empereur,Brazil,Hellas Verona,CB,24,63,62.869998931884766,0.13
204154,J. Schwadorf,Germany,SV Wehen Wiesbaden,LM,25,63,62.869998931884766,0.13
206202,O. Norburn,England,Shrewsbury,RCM,25,63,62.689998626708984,0.31
225146,S. D'Almeida,Benin,Yeovil Town,RCM,22,63,63.0,0.0
243322,Lim Jae Hyeok,Korea Republic,Daegu FC,ST,19,63,62.900001525878906,0.1
244602,O. Boussaid,Belgium,FC Utrecht,CAM,18,63,63.150001525878906,-0.15
233083,H. Demir,Turkey,Kasimpaşa SK,CM,20,63,62.720001220703125,0.28
238203,J. Pirinen,Finland,HJK Helsinki,LB,26,63,63.0,0.0
220540,D. Bejarano,Bolivia,Free Agent,RM,24,63,63.27000045776367,-0.27
223868,T. Schützenauer,Austria,SK Sturm Graz,GK,21,63,62.86000061035156,0.14
229500,Jaquité,Guinea Bissau,CD Tondela,CDM,22,63,63.220001220703125,-0.22
239740,A. Jallow,Gambia,FC Metz,RM,19,63,63.029998779296875,-0.03
241020,N. Moreno,Colombia,Envigado FC,LM,21,63,63.0099983215332,-0.01
221053,E. Gómez,Argentina,Rosario Central,LB,24,63,62.869998931884766,0.13
235389,C. Rodríguez,Mexico,Monterrey,RM,21,63,62.880001068115234,0.12
170877,K. Letheren,Wales,Plymouth Argyle,GK,30,63,62.90999984741211,0.09
230270,Fabiem Jardim,Brazil,Paraná,CAM,34,63,62.83000183105469,0.17
239486,Zé Pedro,Portugal,CD Feirense,RM,21,63,62.95000076293945,0.05
174206,G. Moss,New Zealand,Newcastle Jets,GK,35,63,63.060001373291016,-0.06
240510,J. Bohui,England,Manchester United,ST,19,63,62.970001220703125,0.03
182398,Chen Lei,China PR,Chongqing Dangdai Lifan FC SWM Team,RB,32,63,62.93000030517578,0.07
199039,C. Freitag,Austria,FC Wacker Innsbruck,CDM,28,63,63.31999969482422,-0.32
211839,S. Eismann,Germany,FC Carl Zeiss Jena,CDM,30,63,62.939998626708984,0.06
221823,Zhao Hejing,China PR,Guizhou Hengfeng FC,LB,33,63,63.04999923706055,-0.05
230015,I. Diallo,Mali,KAS Eupen,CB,21,63,62.91999816894531,0.08
236415,R. Alfani,Argentina,Rosario Central,CB,22,63,63.22999954223633,-0.23
244863,Y. Benrahou,Morocco,FC Girondins de Bordeaux,CAM,19,63,62.970001220703125,0.03
206208,F. Brügmann,Germany,FC Carl Zeiss Jena,RB,27,63,63.369998931884766,-0.37
232064,M. Tumminello,Italy,Atalanta,ST,19,63,62.97999954223633,0.02
240000,E. Abouchabaka,Germany,SpVgg Greuther Fürth,CAM,18,63,62.869998931884766,0.13
240256,M. Kavdanski,Bulgaria,Clermont Foot 63,CB,31,63,62.84000015258789,0.16
180352,R. Finn,Republic of Ireland,Shamrock Rovers,CAM,30,63,62.93000030517578,0.07
213889,R. Haynes,England,Shrewsbury,LB,22,63,62.529998779296875,0.47
221569,Y. Mena,Colombia,Independiente Medellín,ST,26,63,63.130001068115234,-0.13
229249,J. Mulraney,Republic of Ireland,Heart of Midlothian,LM,22,63,63.02000045776367,-0.02
241537,André Luis Neitzke,Brazil,FC Sion,RCB,31,63,62.86000061035156,0.14
200578,Lee Jae Myung,Korea Republic,Gyeongnam FC,LB,26,63,62.970001220703125,0.03
222338,T. Redding,United States,New York Red Bulls,CB,21,63,63.02000045776367,-0.02
226946,I. Ayala,Chile,CD Palestino,RB,20,63,62.72999954223633,0.27
231554,J. Justin,England,Luton Town,LB,20,63,62.65999984741211,0.34
169602,A. Eckersley,England,St. Mirren,LB,32,63,63.0,0.0
238210,B. Bye,Norway,Kristiansund BK,RM,28,63,63.11000061035156,-0.11
242306,G. Soto,Chile,CD Palestino,RB,24,63,63.06999969482422,-0.07
242562,J. van der Werff,Switzerland,FC Red Bull Salzburg,CB,19,63,63.02000045776367,-0.02
142979,J. Quiroga,Argentina,Belgrano de Córdoba,LB,36,63,63.06999969482422,-0.07
224387,E. Bearzotti,Italy,Cosenza,RW,21,63,63.38999938964844,-0.39
229507,T. Mahrer,Austria,SV Mattersburg,CB,28,63,62.869998931884766,0.13
237443,T. Okubo,Japan,FC Tokyo,GK,28,63,62.77000045776367,0.23
192899,S. Zenjov,Estonia,Cracovia,RM,29,63,63.040000915527344,-0.04
193155,L. Musculus,Germany,KFC Uerdingen 05,ST,27,63,62.81999969482422,0.18
219268,L. Pavez,Chile,Unión Española,CDM,30,63,63.0,0.0
235652,U. Yuvakuran,Turkey,Beşiktaş JK,GK,20,63,62.90999984741211,0.09
241028,J. Aylagas,Argentina,Club Atlético Colón,GK,22,63,62.84000015258789,0.16
189828,M. Byrne,Republic of Ireland,Gillingham,RCM,29,63,63.0,0.0
202117,M. Haakenstad,Norway,Lillestrøm SK,RB,24,63,62.650001525878906,0.35
228997,C. Goode,England,Scunthorpe United,RCB,22,63,62.939998626708984,0.06
231301,E. Saavedra,Bolivia,Free Agent,RB,22,63,63.16999816894531,-0.17
239493,M. Baku,Germany,SG Sonnenhof Großaspach,LM,20,63,63.15999984741211,-0.16
244869,G. Compagnucci,Argentina,Unión de Santa Fe,RM,26,63,62.86000061035156,0.14
198534,M. Rømer,Denmark,SønderjyskE,CAM,26,63,63.20000076293945,-0.2
211846,S. Amro,Saudi Arabia,Al Wehda,LB,28,63,62.95000076293945,0.05
221574,W. de la Rosa,Colombia,Envigado FC,RS,25,63,63.27000045776367,-0.27
225670,J. Baird,Scotland,St. Mirren,CB,22,63,63.15999984741211,-0.16
243334,Pistu,Spain,AD Alcorcón,CB,21,63,63.0,0.0
198535,M. Greve,Denmark,Vejle Boldklub,CB,28,63,62.869998931884766,0.13
221831,Shin Chang Moo,Korea Republic,Sangju Sangmu FC,RM,25,63,62.869998931884766,0.13
231303,L. Grace,Republic of Ireland,Shamrock Rovers,LCB,25,63,63.0099983215332,-0.01
240007,M. Trianni,Germany,VfR Aalen,LM,25,63,63.36000061035156,-0.36
246407,C. Añez,Bolivia,Free Agent,RB,22,63,63.119998931884766,-0.12
134792,D. Bowditch,England,Northampton Town,CAM,32,63,63.029998779296875,-0.03
222600,Lee Tae Hee,Korea Republic,Incheon United FC,GK,23,63,62.97999954223633,0.02
243080,Carlos Isaac,Spain,Atlético Madrid,RB,20,63,62.97999954223633,0.02
217225,J. Lalpekhlua,India,Free Agent,RS,27,63,63.2400016784668,-0.24
209546,Rafhael Lucas,Brazil,Jaguares de Córdoba,ST,25,63,63.369998931884766,-0.37
212106,D. Connolly,Republic of Ireland,Dundalk,RM,23,63,62.86000061035156,0.14
236938,M. Wilks,England,Doncaster Rovers,RW,19,63,63.18000030517578,-0.18
238986,F. Luckeneder,Austria,SCR Altach,LCB,24,63,62.95000076293945,0.05
239754,M. Košťál,Slovakia,Wisła Kraków,LM,22,63,63.150001525878906,-0.15
242314,S. Camara Jönsson,Sweden,Trelleborgs FF,ST,34,63,63.02000045776367,-0.02
199307,A. Höller,Austria,SV Mattersburg,RB,29,63,62.900001525878906,0.1
225419,E. Ruiz,Colombia,La Equidad,GK,20,63,63.279998779296875,-0.28
236171,Felipe Soldivia,Brazil,Ceará Sporting Club,CAM,30,63,63.130001068115234,-0.13
243339,D. Bizimana,Rwanda,Waasland-Beveren,LCM,21,63,62.66999816894531,0.33
186507,C. Landu Landu,Norway,Tromsø IL,CM,26,63,63.529998779296875,-0.53
192651,O. Malik,Australia,Melbourne City FC,CDM,27,63,62.5,0.5
198540,G. Sandberg Magnusson,Sweden,IF Brommapojkarna,LCM,26,63,62.83000183105469,0.17
237452,S. Yajima,Japan,Vegalta Sendai,CM,24,63,63.209999084472656,-0.21
241292,I. Huguenet,Argentina,Defensa y Justicia,ST,20,63,63.130001068115234,-0.13
242572,K. Belmar,United States,Sporting Kansas City,RW,25,63,62.88999938964844,0.11
193932,R. Lambe,Bermuda,Cambridge United,LM,27,63,62.709999084472656,0.29
197774,C. McAleny,England,Fleetwood Town,ST,25,63,63.04999923706055,-0.05
222350,Xie Pengfei,China PR,Jiangsu Suning FC,LM,25,63,62.77000045776367,0.23
244366,Guilherme Oliveira,Portugal,Os Belenenses,GK,23,63,62.790000915527344,0.21
210319,I. Akinade,Nigeria,Waterford FC,RS,24,63,62.97999954223633,0.02
225423,S. Vega,Colombia,Millonarios FC,RB,20,63,63.459999084472656,-0.46
226191,Wu Qing,China PR,Chongqing Dangdai Lifan FC SWM Team,LM,36,63,63.040000915527344,-0.04
111503,C. Ben Saada,Tunisia,ESTAC Troyes,RM,34,63,62.9900016784668,0.01
242575,B. Owundi Eko'o,Cameroon,Minnesota United FC,CB,24,63,62.65999984741211,0.34
212624,D. Bohl,Germany,Hallescher FC,CDM,24,63,62.790000915527344,0.21
222864,J. Rose,England,Southampton,GK,23,63,62.869998931884766,0.13
237712,V. Castellanos,Argentina,New York City FC,CAM,19,63,62.84000015258789,0.16
239504,J. Gordon,England,Walsall,LS,23,63,63.209999084472656,-0.21
234129,D. Sinik,Turkey,Antalyaspor,LM,19,63,63.45000076293945,-0.45
234897,J. Arak,Poland,Lechia Gdańsk,ST,23,63,63.0099983215332,-0.01
236689,K. Al Samiri,Saudi Arabia,Al Ittihad,CM,21,63,63.150001525878906,-0.15
243857,P. Mako,South Africa,Orlando Pirates,LB,24,63,62.900001525878906,0.1
230802,H. Al Amiri,Saudi Arabia,Al Qadisiyah,LM,24,63,63.2599983215332,-0.26
237202,G. Terrani,Italy,Perugia,LW,23,63,62.959999084472656,0.04
172178,B. Corr,Republic of Ireland,Cambridge United,ST,33,63,62.93000030517578,0.07
188818,L. Ngwat Mahop,Cameroon,SCR Altach,CM,30,63,63.16999816894531,-0.17
219795,J. Coleman,England,Shrewsbury,GK,22,63,63.08000183105469,-0.08
155795,W. Łobodziński,Poland,Miedź Legnica,RM,35,63,62.91999816894531,0.08
224915,S. Wright,Scotland,Aberdeen,LM,20,63,62.52000045776367,0.48
234387,H. Starostzik,Germany,Hallescher FC,CB,27,63,63.31999969482422,-0.32
171923,S. Foley,Republic of Ireland,Northampton Town,RCM,31,63,63.0,0.0
184467,N. Delfouneso,England,Blackpool,RM,27,63,62.84000015258789,0.16
204180,S. Suljevic,Sweden,Dalkurd FF,CM,23,63,62.93000030517578,0.07
205972,R. Bentancourt,Uruguay,Independiente Santa Fe,ST,25,63,63.150001525878906,-0.15
224916,N. Royón,Uruguay,Patronato,RS,27,63,63.38999938964844,-0.39
242580,K. Kushibiki,Japan,Nagoya Grampus,CB,25,63,63.02000045776367,-0.02
242836,K. Krolicki,Japan,Montreal Impact,CM,22,63,62.95000076293945,0.05
244116,H. Abou Demba,Mauritania,Grenoble Foot 38,RB,26,63,63.36000061035156,-0.36
205461,M. Wegner,Germany,SV Meppen,ST,29,63,62.91999816894531,0.08
232085,M. Bringaker,Norway,IK Start,ST,21,63,62.810001373291016,0.19
187797,S. Brisley,England,Notts County,CB,28,63,62.91999816894531,0.08
204438,C. Diop,Senegal,Montreal Impact,GK,24,63,62.79999923706055,0.2
221846,Wang Tong,China PR,Shandong Luneng TaiShan FC,RB,25,63,62.86000061035156,0.14
222870,G. Cooper,England,Peterborough United,LM,21,63,63.04999923706055,-0.05
224662,M. Multhaup,Germany,1. FC Heidenheim 1846,RM,21,63,62.95000076293945,0.05
225430,P. Zebli,Ivory Coast,Ascoli,CDM,20,63,62.54999923706055,0.45
244118,D. Bertrand,France,Angers SCO,LM,25,63,63.209999084472656,-0.21
225431,Ricardo Almeida,Portugal,Moreirense FC,ST,21,63,62.869998931884766,0.13
234135,Rafaelson,Brazil,Vegalta Sendai,ST,21,63,62.97999954223633,0.02
177815,Y. De Winter,Belgium,Royal Antwerp FC,GK,31,63,62.93000030517578,0.07
188823,G. Pinaud,France,US Orléans Loiret Football,RB,30,63,62.97999954223633,0.02
144024,D. Zibung,Switzerland,FC Luzern,GK,34,63,63.119998931884766,-0.12
211608,M. Rigione,Italy,Chievo Verona,CB,27,63,62.58000183105469,0.42
244120,S. Rénot,France,Red Star FC,GK,28,63,63.150001525878906,-0.15
220057,H. Lennon,England,Southend United,CB,23,63,62.9900016784668,0.01
228249,H. Al Juhayyim,Saudi Arabia,Al Fateh,ST,30,63,62.970001220703125,0.03
241050,A. Meyer,Germany,VfB Stuttgart,GK,27,63,63.5099983215332,-0.51
224667,Yang Kuo,China PR,Henan Jianye FC,RWB,25,63,62.810001373291016,0.19
227995,L. Walsh,England,Bristol City,CM,20,63,62.65999984741211,0.34
235931,M. Şengezer,Turkey,Bursaspor,GK,21,63,62.970001220703125,0.03
238235,H. Vetlesen,Norway,Stabæk Fotball,CDM,18,63,62.709999084472656,0.29
240027,A. Vrenezi,Kosovo, SSV Jahn Regensburg,ST,24,63,63.060001373291016,-0.06
187035,J. Jeffrey,United States,DC United,CDM,28,63,62.779998779296875,0.22
225948,R. Lauritsen,Denmark,Vejle Boldklub,RCB,22,63,63.04999923706055,-0.05
231836,J. Karlsson,Sweden,IF Elfsborg,ST,19,63,62.959999084472656,0.04
202909,D. Boo Wiklander,Sweden,IFK Göteborg,LCB,33,63,62.7599983215332,0.24
230557,A. Da Cruz,Netherlands,Parma,ST,21,63,63.189998626708984,-0.19
233885,E. Cömert,Switzerland,FC Basel 1893,RCB,20,63,63.0099983215332,-0.01
240797,M. Tramoni,France,AC Ajaccio,RM,18,63,62.900001525878906,0.1
243357,F. Evina,Germany,FC Bayern München,LM,17,63,62.970001220703125,0.03
245149,J. Hurtado,Venezuela,Gimnasia y Esgrima La Plata,RW,18,63,63.209999084472656,-0.21
179869,G. Sawyer,England,Plymouth Argyle,LB,32,63,62.959999084472656,0.04
211358,J. Fabri,France,Stade Brestois 29,GK,24,63,62.88999938964844,0.11
223902,T. Pett,England,Lincoln City,CAM,26,63,63.09000015258789,-0.09
208543,C. Howieson,New Zealand,Free Agent,CM,23,63,64.12000274658203,-1.12
212383,N. Brandenburger,Germany,SC Fortuna Köln,RDM,23,63,62.95000076293945,0.05
217759,Lolo,Spain,Real Oviedo,CDM,26,63,62.720001220703125,0.28
220575,PC,Brazil,Orlando City SC,LB,24,63,62.86000061035156,0.14
220831,M. Malsa,France,Albacete BP,CM,22,63,63.040000915527344,-0.04
237983,M. Nazarit,Colombia,Once Caldas,CB,20,63,63.130001068115234,-0.13
152480,M. Moström,Sweden,Molde FK,RW,35,63,62.97999954223633,0.02
221856,Luo Senwen,China PR,Hebei China Fortune FC,CM,25,63,62.68000030517578,0.32
238752,F. Weber,Germany,TSV 1860 München,CB,23,63,62.959999084472656,0.04
242080,G. Guerra,Argentina,Club Atlético Huracán,ST,25,63,63.150001525878906,-0.15
179616,L. John-Lewis,England,Shrewsbury,ST,29,63,62.86000061035156,0.14
200609,M. Ziereis,Germany,TSV 1860 München,ST,25,63,63.099998474121094,-0.1
211105,N. Flø,Denmark,Vendsyssel FF,GK,22,63,63.06999969482422,-0.07
243105,N. Ependi,China PR,Beijing Renhe FC,RB,27,63,62.83000183105469,0.17
215971,A. Al Khaibari,Saudi Arabia,Ettifaq FC,CB,28,63,62.869998931884766,0.13
221603,R. Mukiibi,Sweden,Östersunds FK,RB,26,63,62.90999984741211,0.09
162211,M. Mikkelsen,Denmark,Hobro IK,RM,32,63,62.869998931884766,0.13
228515,K. Lulić,Croatia,Waasland-Beveren,CAM,22,63,63.130001068115234,-0.13
230819,O. Shodipo,Republic of Ireland,Queens Park Rangers,LM,20,63,62.83000183105469,0.17
233123,A. Soumaoro,Guinea,Livorno,CDM,21,63,62.81999969482422,0.18
234915,B. Alston,Scotland,St. Johnstone FC,RM,26,63,63.15999984741211,-0.16
239523,M. Rossmann,Germany,Heracles Almelo,RCB,23,63,63.2599983215332,-0.26
209572,A. Al Owayshir,Saudi Arabia,Al Nassr,GK,27,63,63.15999984741211,-0.16
223396,D. MacKinnon,Scotland,Hamilton Academical FC,RDM,32,63,62.95000076293945,0.05
229284,D. Widemann,Germany,SpVgg Unterhaching,ST,21,63,62.709999084472656,0.29
230820,M. Akan,Turkey,MKE Ankaragücü,LB,23,63,62.70000076293945,0.3
234148,W. Janssens,Belgium,Sint-Truidense VV,ST,22,63,62.77000045776367,0.23
237732,O. Velanas,Netherlands,FC Utrecht,CM,20,63,62.90999984741211,0.09
242084,Carlos Miguel,Brazil,FC Red Bull Salzburg,GK,21,63,62.939998626708984,0.06
243364,D. Watari,Japan,Sanfrecce Hiroshima,ST,25,63,63.02000045776367,-0.02
210341,D. Iapichino,Switzerland,Livorno,LB,27,63,62.7599983215332,0.24
213157,A. Jagiełło,Poland,Piast Gliwice,LM,23,63,63.06999969482422,-0.07
213413,L. Vigouroux,Chile,Swindon Town,GK,24,63,62.63999938964844,0.36
214181,Y. Filigrana,Colombia,Atlético Bucaramanga,RM,27,63,62.95000076293945,0.05
232101,S. Hernández,Mexico,Club Atlas,GK,21,63,63.189998626708984,-0.19
245157,Stoichkov,Spain,RCD Mallorca,CAM,24,63,63.099998474121094,-0.1
194725,J. Lindner,Poland,VfL Sportfreunde Lotte,RM,30,63,63.130001068115234,-0.13
209318,B. de Jong,Netherlands,RSC Anderlecht,GK,24,63,62.880001068115234,0.12
210854,F. Fallatah,Saudi Arabia,Al Qadisiyah,RCB,29,63,62.959999084472656,0.04
211622,M. Cichocki,Poland,Zagłębie Sosnowiec,LCB,26,63,63.040000915527344,-0.04
213926,A. Kanibolotskyi,Ukraine,Miedź Legnica,GK,30,63,62.959999084472656,0.04
173734,J. Wilson,Wales,Lincoln City,CB,29,63,62.939998626708984,0.06
240550,O. Güçtekin,Turkey,Fenerbahçe SK,CDM,19,63,63.4900016784668,-0.49
245158,L. Suárez,Colombia,Gimnàstic de Tarragona,ST,20,63,62.849998474121094,0.15
203175,L. Burge,England,Coventry City,GK,25,63,62.86000061035156,0.14
221351,D. Poggenberg,Germany,SG Sonnenhof Großaspach,LB,26,63,63.310001373291016,-0.31
231847,B. Öksüz,Turkey,Antalyaspor,LB,22,63,63.02000045776367,-0.02
243111,D. Campos,Costa Rica,Chicago Fire,RB,22,63,62.45000076293945,0.55
216744,C. Burgess,Australia,Scunthorpe United,CB,22,63,63.38999938964844,-0.39
234152,Sito,Spain,Valencia CF,LM,21,63,62.88999938964844,0.11
185256,J. Hoffman,Australia,Newcastle Jets,ST,29,63,62.9900016784668,0.01
198057,E. Frear,England,Motherwell,LM,27,63,62.88999938964844,0.11
232105,R. Peiponen,Finland,HJK Helsinki,RB,21,63,62.470001220703125,0.53
234921,G. Nutz,Austria,Wolfsberger AC,LM,24,63,63.0099983215332,-0.01
238505,M. Johnston,Scotland,Celtic,LM,19,63,62.95000076293945,0.05
204714,Yu Ji Hoon,Korea Republic,Gyeongnam FC,LB,30,63,63.06999969482422,-0.07
214698,L. Casanova,Chile,Club Deportes Temuco,RCB,26,63,62.97999954223633,0.02
216746,M. Koj,Poland,Górnik Zabrze,LB,24,63,63.08000183105469,-0.08
220074,R. Espejord,Norway,Tromsø IL,ST,22,63,63.13999938964844,-0.14
225450,K. Toner,Republic of Ireland,St. Patrick's Athletic,RCB,21,63,63.029998779296875,-0.03
225962,M. Palacios,Colombia,Boyacá Chicó FC,CAM,21,63,63.16999816894531,-0.17
227754,Kim Seon Woo,Korea Republic,Jeonnam Dragons,CM,25,63,62.5099983215332,0.49
233386,P. Yrizar,Mexico,Querétaro,ST,20,63,62.709999084472656,0.29
244394,Clemente,Spain,Real Zaragoza,CB,19,63,63.380001068115234,-0.38
221611,Juan Delgado,Spain,Levante UD,ST,24,63,63.27000045776367,-0.27
241067,A. Romero,Venezuela,Crotone,CM,22,63,63.02000045776367,-0.02
241835,J. Hornkamp,Netherlands,SC Heerenveen,ST,20,63,62.959999084472656,0.04
245419,Joan Monterde,Spain,Levante UD,CAM,20,63,62.9900016784668,0.01
208300,G. Somi,Syria,New England Revolution,LB,26,63,62.9900016784668,0.01
